product_id,asin,parent_asin,review_text,rating,review_timestamp,verified_purchase,user_id,review_title,review_datetime,topic
B0047T79VS,B0047T79VS,B0047T79VS,"this really deserves 3 stars. its not terrible, but its not great. first is sound quality. its not terrible. 2nd is limited distance. its not terrible, but not great.<br /><br />I wish I had found a better product.",3,1344406083000,True,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,marginal sound quality,2012-08-08 06:08:03.000,-1
B00IXNUDG2,B00IXNUDG2,B00IXNUDG2,These work great for 8x10 frames.,5,1530556616080,True,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,Five Stars,2018-07-02 18:36:56.080,-1
B00PVCXB4Y,B00PVCXB4Y,B00PVCXB4Y,Bought to get stronger WIFI to my upstairs level & it works great! Great value for the price!,5,1530556481268,True,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,... stronger WIFI to my upstairs level & it works great! Great value for the price,2018-07-02 18:34:41.268,11
B00X5C22SS,B00TYFCJ8S,B00X5C22SS,This is the 3rd Sony Blu Ray player I have bought & have been impressed with them all. My kids love the wi fi streaming options.,5,1461331182000,True,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,My kids love the wi fi streaming options,2016-04-22 13:19:42.000,50
B0BKQZGST4,B007Y2YVHU,B0BKQZGST4,Love Otterbox cases. These have protected my 7 & 9 year old's IPods with lots of drops & wear & tear.,5,1428326275000,True,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,Love Otterbox cases,2015-04-06 13:17:55.000,-1
B01LQF8B7G,B01LQF8B7G,B01LQF8B7G,great product. high quality. fits perfectly.,5,1486320479000,True,AGKHLEW2SOWHNMFQIJGBECAF7INQ,Five Stars,2017-02-05 18:47:59.000,25
B075X8471B,B00ZV9RDKK,B075X8471B,Pretty cool!!!<br /><br />Thanks Amazon.,4,1509491262120,True,AEM663T6XHZFWLODF4US2RCOCUSA,Four Stars,2017-10-31 23:07:42.120,-1
B0B2DLVCF3,B08C78SQPM,B0B2DLVCF3,It came in quickly. My son and grandson put it together for me in about 3 or 4 hr. Time out for dinner and couple of beers. Back to putting it to finish and test it out. TV hung perfectly. Fit right in the same corner a much smaller stand was in Clean looks with the wires now.,5,1643011912524,True,AFE337D2J37YRU5U6MVTVKNDKWDA,NO GLUE JUST SCREWS,2022-01-24 08:11:52.524,-1
B0199HAOAU,B014I8UQJY,B0199HAOAU,"Just a normal cable, works great for my external monitor!",5,1597714311689,True,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,Good choice,2020-08-18 01:31:51.689,20
B0093162RM,B0093162RM,B0093162RM,"I love this alarm. Bright, nice tone. The system is a little confusing but the manual helps a lot. Once you get the hang of it you'll love it. It's a nice gentle way to wake up.",5,1578593798362,True,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,Good alarm clock,2020-01-09 18:16:38.362,40
B07FCZY1ZB,B07FCZY1ZB,B07FCZY1ZB,"Works great with my pixel 2, I can charge quickly while listening to music.",5,1544200044036,True,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,Works great!,2018-12-07 16:27:24.036,-1
B00RH29CJO,B00RH29CJO,B00RH29CJO,Works flawlessly! Great for music/podcasts and receiving calls. The microphone isn't set up that close to my face but still captures my voice clearly.,5,1535118501776,True,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,Great for music/podcasts and receiving calls,2018-08-24 13:48:21.776,38
B08P3VMW76,B01976K5B6,B08P3VMW76,I am not sure how much protection this provides - certainly less than a camera bag - but it will protect against scratches and small bumps. It's fairly thin. It fits my Canon EOS Rebel T6i w/ kit lens very well - like a glove.,5,1483327495000,True,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,Nice lightweight sleeve,2017-01-02 03:24:55.000,-1
B013KPXNSW,B013KPXNSW,B013KPXNSW,"Awesome product, fits well on my mac. Would definitely recommend.",5,1453856042000,False,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,better than I expected!,2016-01-27 00:54:02.000,-1
B0862W5BQ8,B001PL3XJS,B0862W5BQ8,I believe the electrical boxes are made especially to fit in a recessed (in wall) TV mount fixture. That is perhaps why it is made narrower. In the comments I am not seeing anyone using it for this. I would love to hear if someone used it placed inside a recessed mount and how it worked.,4,1484481615000,False,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,Did anyone use this for a recessed TV mount?,2017-01-15 12:00:15.000,-1
B004XC6GJ0,B004XC6GJ0,B004XC6GJ0,Don't know why I didn't get one of these years ago..it's saving me $9 a month rental fee i was paying Comcast,5,1409848855000,True,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,Don't know why I didn't get one of these years ...,2014-09-04 16:40:55.000,-1
B0BNX9QVXZ,B07V1SQ966,B0BNX9QVXZ,"Worked great for a vacation monitor. Had no issues with my MacBook. Good resolution, no dead pixels. Very easy to carry around",5,1638832601151,True,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,Great portable monitor,2021-12-06 23:16:41.151,3
B0BN534JBB,B07Q9MJKBV,B0BN534JBB,"This has been a great headset for video conferencing all day. Comfort is great, mic quality is great and when I do play music it sounds great too.",5,1603918014826,True,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,All rounder!,2020-10-28 20:46:54.826,0
B08X4R1T16,B07PQ334GJ,B08X4R1T16,Can easily hold 2 pairs of headphones and looks great!,5,1601660312073,True,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,"Great, simple, strong",2020-10-02 17:38:32.073,0
B08932J7NC,B07ZK3M6XK,B08932J7NC,Sound quality of my dt 990 much improved compared to just hooking up to my phone. Would recommend to everyone. Small and easy to use,5,1599158339350,True,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,A great device to make any headphone wireless,2020-09-03 18:38:59.350,-1
B078LLS33F,B078LLS33F,B078LLS33F,These are incredible value for the money. All of the included parts have worked for a few months and are still in great quality. We use them at lunch for an hour each day with smash.,5,1570934951031,True,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,Big hit at lunch,2019-10-13 02:49:11.031,9
B00V3KLZSW,B00V3KM73E,B00V3KLZSW,"Stick great to my desk and provide ample spaces for all of my cords. The color coding is more useful than I thought originally. Since each one has two spots, I had enough for my desk and bed night stand.",5,1464791980000,True,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,Easy and plentiful,2016-06-01 14:39:40.000,-1
B012ASFKOU,B012ASFKOU,B012ASFKOU,"This pair is fantastic for the price I paid(just over 50$) . There are a little long and tall which forced me to move my two fans around them, but that is more case design flaw than anything. I haven't had any issues with them and have used PNY for a long time.",5,1464791683000,True,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,Great RAM,2016-06-01 14:34:43.000,-1
B001FWYGJS,B001FWYGJS,B001FWYGJS,Had for about a month now. Still running strong and keeping my twc ultimate internet on all 8 of my houses devices. Goes through three rooms and I'll lose just a small fraction of speed (10mbps loss for a ranch style house).,4,1427592277000,True,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,good and cheap,2015-03-29 01:24:37.000,11
B08YP2F6VG,B00CPZJP7M,B08YP2F6VG,"Very easy to configure, fits my 11.6&#34; Alienware very well. I can focus air on my Gpu and WASD keys to prevent from getting hot. Easy recommendation to anyone who needs a cooler for intense applications. My WASD keys barely get hot and my Gpu runs much more stable.",5,1382629272000,True,AFTC6ZR5IKNRDG5JCPVNVMU3XV2Q,Does what it is meant to do,2013-10-24 15:41:12.000,-1
B0C8HDXFXN,B07TVSLDND,B0C8HDXFXN,Everything works great on the hub with my Samsung Galaxy Pro S5e.,5,1593484216259,True,AEAUZK2OLWXD75AWJOCCGGCL3H2A,Works great with my Samsung Galaxy Pro S5e,2020-06-30 02:30:16.259,-1
B00RBGYGPG,B00RBGYGPG,B00RBGYGPG,Must visually confirm that connector is fully extended by looking at slide groove. Mine seemed DOA until I realized that it wasn't making electrical connection.,5,1443274800000,True,AEAUZK2OLWXD75AWJOCCGGCL3H2A,At first seemed DOA.,2015-09-26 13:40:00.000,-1
B007EVDJV0,B007EVDJV0,B007EVDJV0,Any small screw dropped in my computer case seemed to end up inside the bottom mounted power supply. This filter will keep them out.,5,1342554164000,True,AEAUZK2OLWXD75AWJOCCGGCL3H2A,Protects my power supply from small screws,2012-07-17 19:42:44.000,-1
B00KLZLBCK,B000EY5F5C,B00KLZLBCK,Bought four of these to use in a RAID. All four of the boxes had PN: 98D648 - 550 on the box. When I installed one of the drives it was smaller than the others. PN on smaller drive's label was 98J146 - 308 and it was called a Barracuda 7200.10. Larger drives were Barracuda 7200.11 9BX154 - 303 on the drive label. Returned it and will check the replacement when it arrives.<br /><br />7/3/08 Received replacement drive and it was Barracuda 7200.11 9BX154 - 303.,5,1214848351000,True,AEAUZK2OLWXD75AWJOCCGGCL3H2A,5 stars but be careful that you get what you paid for,2008-06-30 17:52:31.000,6
B09NHSGWPD,B07RJHQSGB,B09NHSGWPD,Thin material but perfect to hang for a photo backdrop. Very happy!,5,1635870179357,True,AE74DYR3QUGVPZJ3P7RFWBGIX7XQ,Cute for photos!,2021-11-02 16:22:59.357,-1
B08912RRG5,B07TZJ1CMC,B08912RRG5,This product is as good as advertised. The cost is attractive; considering you will likely replace them again in the future. I’ve attached a pic of the old and newly installed pads for comparison.,5,1653252147409,True,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,As good as advertised,2022-05-22 20:42:27.409,9
B07GVWH35S,B00DI89SLS,B07GVWH35S,Good cord. 15ft is exactly what I wanted.,5,1560028052317,True,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,Good cord,2019-06-08 21:07:32.317,1
B06VTQK7CB,B06VTQK7CB,B06VTQK7CB,Fits my MacBook Air perfectly! Has a soft touch. Great product.,5,1560014186774,True,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,Great cover and protection,2019-06-08 17:16:26.774,-1
B0776DSP7Y,B0776DSP7Y,B0776DSP7Y,"DO NOT BUY THIS PRODUCT!! The first time I zipped the first pouch, the zipper broke. I tried another one, same thing, zipper broke on the first try. HORRIBLE!!!",1,1526085167886,True,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,Don’t buy this product,2018-05-12 00:32:47.886,4
B00NWXM5U0,B00N2BVOUE,B00NWXM5U0,Not very accurate in tracking steps taken. Wrist band started coming off after 3 months of use.,2,1432345739000,True,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,Disappointed,2015-05-23 01:48:59.000,37
B01DDIAX1Q,B00EVVGAFI,B01DDIAX1Q,Works great. Easy to install.,5,1432345612000,True,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,Five Stars,2015-05-23 01:46:52.000,-1
B00L49X8E6,B00L49X8E6,B00L49X8E6,Very very slow processor. Disappointing.,2,1432345403000,True,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,Very Disappointing,2015-05-23 01:43:23.000,-1
B09HDZ8FQY,B005HS5MKS,B09HDZ8FQY,Great headsets. Comfortable. Great sound quality.,5,1432344106000,True,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,Great headsets,2015-05-23 01:21:46.000,0
B00PQBDQPO,B00PQBDQPO,B00PQBDQPO,"Great case. Fits both the iPad Air & Air 2. Comes with a removable inner lining. When removed it fits the iPad Air. Looks good. Bought it in December 2014, still in great shape.",5,1432344054000,True,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,Great Case,2015-05-23 01:20:54.000,22
B00CRF9V2O,B00CRF9V2O,B00CRF9V2O,AWESOME sound! Easy to install. The wireless subwoofer makes it easy to place any where in the room.,5,1432342639000,True,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,Great Product,2015-05-23 00:57:19.000,-1
B00BHC7ZTE,B00BHC7ZTE,B00BHC7ZTE,Excellent sound. Easy to install.,5,1432342265000,True,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,Great Product,2015-05-23 00:51:05.000,27
B00852JEPW,B00852JEPW,B00852JEPW,"Arrived sooner than the original really long estimated date. Packaged well. Remote wall bracket included. No ceiling or wall mounting hardware included for the screen. Very quiet operation. Moves very slowly up/down, but no big problem as the projector is usually getting up to temperature. High vinyl odor, but that's fading, since installed 4 days ago. Does hide-away nicely and seems unobtrusive. Worthy purchase.",4,1419885573000,True,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,Worthy Purchase!,2014-12-29 20:39:33.000,56
B09ZTXZ1MQ,B07YB8HZ8T,B09ZTXZ1MQ,This cameras seems to focus on what “it” wants. I will try to capture and watch an area by moving the cameras visual area using the app but it will quickly return to another area. Not even the same area as was before I decided to look elsewhere. It tends to bounce anywhere it’s little heart desires causing me frustration and non use.,2,1650083467057,True,AERGOXGAFZ2J3ZMHXVLZQGTW36RA,This thing has a mind of its own…..,2022-04-16 04:31:07.057,2
B09MYGF318,B06XJ1YZSH,B09MYGF318,A little crackly at times but not that noticeable. Just turn the volume up. Easy connect. Use everyday,5,1614333940793,True,AHNCL7NLOKEPI7UADY4TIXN3UTFA,Easy connect,2021-02-26 10:05:40.793,21
B07VV6TT69,B072MBPWMV,B07VV6TT69,"To me, this was a waste of money. Not useful on a plane or really anywhere. Too short, once bent, leaving no surface space so phone wants to fall off. Don’t buy it. Save your money.",1,1588171605329,True,AFEAJQIVVIZCTKQNNHD73H7VQSPQ,Junk,2020-04-29 14:46:45.329,-1
B07BRHB8C1,B01EMYUOLE,B07BRHB8C1,Works great. Son uses it to hold Beats and Jaybirds. Traveled well and protected items.,5,1580471673218,True,AFVNEEPDEIH5SPUN5BWC6NKL3WNQ,Good purchase,2020-01-31 11:54:33.218,-1
B07Z6BPJXQ,B0714NB5TL,B07Z6BPJXQ,Works great. No complaints!,5,1546821300925,True,AFVNEEPDEIH5SPUN5BWC6NKL3WNQ,Happy with purchase,2019-01-07 00:35:00.925,4
B083YHS7SV,B071ZYHCM6,B083YHS7SV,"My son likes it,holding up well considering how much weight he puts in it.So far so good!",4,1647795494239,True,AFDERBL3G23J5U6HHQBAZLTREKOA,"Big,sturdy and easy zippers",2022-03-20 16:58:14.239,-1
B0046EDOWW,B002MAPSC6,B0046EDOWW,love them so much thank you,5,1424355917000,True,AHXSBZT52TCPZUBVCBRICTHWUCBA,Five Stars,2015-02-19 14:25:17.000,-1
B09DSSQ52Q,B08215Z1M5,B09DSSQ52Q,Very sturdy and well made. My AirPods fit snugly into the case and the cases latching button is magnetic and closes easily and is very secure. The charging light is visible as there is an opening for it built into the case so you can see when it is light up red or green and the charging port is accessible so you don’t have to remove them to charge them. They clasp onto my purse sturdily and I have no worries about them becoming dislodged from my purse and getting lost. If you want to use a different clasp it’s interchangeable with one of your choosing of the same size. Great quality for a great price. HIGHLY RECOMMEND!!,5,1619198055317,True,AFEIN7QWSQ6EFW45LKD7ZOCSMLGQ,Great quality and fit!,2021-04-23 17:14:15.317,30
B07H3PN7K3,B07H3PN7K3,B07H3PN7K3,Somewhat disappointed. Works as advertised except this desk is not wide enough and therefore your computer is not centered for typing. I’m order to do my homework I have to set it up as shown in my photo (move computer to center of desk instead of where it’s supposed to sit) which leaves little room for my mouse to be used. This is the only flaw I am seeing so far.,3,1597959924239,True,AFEIN7QWSQ6EFW45LKD7ZOCSMLGQ,"Decent, but the design is flawed.",2020-08-20 21:45:24.239,-1
B07TPLH5YK,B07TPLH5YK,B07TPLH5YK,The projection screen itself is not wrinkle free and the stand is super flimsy. I'm just going to end up using some heavy duty velcro strips to hang the screen without the stand.,2,1622018763645,True,AFJTRBXMURLHS5EGNXLUHDHIZRFQ,Flimsy stamd,2021-05-26 08:46:03.645,51
B07FPQ343D,B07FPQ343D,B07FPQ343D,Just brought this TV in March and the panel is screwed. Turns out it's a manufacturers defect. Trying to get this TV replaced or repaired has been HELL! I had been calling support since March and finally got through at the end of July. I've been transferred to 3 different departments just to get the exchange finalized. No one has made any effort to contact me about when or how this exchange will take place. Terrible!,2,1597775270949,True,AFJTRBXMURLHS5EGNXLUHDHIZRFQ,Manufacturers defect and terrible customer support.,2020-08-18 18:27:50.949,18
B00VKIY9RG,B00VKIY9RG,B00VKIY9RG,Very nice! I love my new larger screen Kindle.,5,1449000623000,True,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,Very nice! I love my new larger screen Kindle,2015-12-01 20:10:23.000,23
B07BJ8KD6X,B00J39BYSG,B07BJ8KD6X,Love it! It fits my Chromebook perfectly.,5,1435699671000,True,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,Love it! It fits my Chromebook perfectly,2015-06-30 21:27:51.000,-1
B0061F6QUG,B0061F6QUG,B0061F6QUG,Horrible. It did not amplify anything. All I heard was a buzzing sound. I'm so disappointed.,1,1421083734000,False,AHSPLDNW5OOUK2PLH7GXLACFBZNQ,Horrible. It did not amplify anything,2015-01-12 17:28:54.000,-1
B09DRXBKVG,B09DRXBKVG,B09DRXBKVG,I purchased this for my Nana who is 94 yrs old and doesn’t have cable. It was simple to set up (follow instructions on TV settings to setup) and my nana now has more stations and way better quality visually as well as for listening because the stations no longer go in and out! Definitely worth the money.,5,1633370907342,True,AHTTU2FL6FCNBBAESCJHOHHSSW7A,Great quality and more stations than bunny ears,2021-10-04 18:08:27.342,-1
B09TB71VLY,B09TB71VLY,B09TB71VLY,Pretty cool design...still figuring out how to get the mp3s added for swimming!,5,1667533229459,True,AGBUJDDLRJIUJFTKPABJT6CJTHRQ,Excited to swim with these!!!,2022-11-04 03:40:29.459,-1
B002N3MM6W,B002N3MM6W,B002N3MM6W,"I needed this for work and it was easy to install, I use it daily. Have only had it a few weeks but so far, so good. It comes with a long cord too which is a good feature.",5,1589664572977,True,AGXFEGMNVCSTSYYA5UWXDV7AFSXA,Easy to install,2020-05-16 21:29:32.977,32
B07KTYJ769,B01MZEEFNX,B07KTYJ769,Super happy and got it on promo! Would recommend,5,1602938037276,True,AHZIJGKEWRTAEOZ673G5B3SNXEGQ,Recommended,2020-10-17 12:33:57.276,-1
B07J2GSF3S,B07J2GSF3S,B07J2GSF3S,"came as advertised; delivered before date-of-delivery; good value for money<br />radio standard, depending on your car, may need install kit for your car;<br />I needed kit for my 2013 Toyota . . .<br />suggest you measure area opening of dash where radio is to be mounted",5,1652912051169,True,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,Double Din Car Stereo Android 9.0 Quad Core 7 Inch HD,2022-05-18 22:14:11.169,-1
B07Z9QXZMW,B07Z9QXZMW,B07Z9QXZMW,"says ""it fits Aftermarket Radio Fits 2009-2013 Toyota Corolla"": my car is a 2013 Toyota Corolla, but it didn't work for me: side pieces did not bolt to my radio: I think it is because my radio mounting holes are not the same as the kit: my radio is one that the kit does not work with. . .<br />nice kit tho. . .",3,1609829129344,True,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,Carxtc Double Din Install Car Stereo Dash Kit for a Aftermarket Radio,2021-01-05 06:45:29.344,-1
B07Q585X37,B07Q585X37,B07Q585X37,nice to have an accident plan just in case of the unexpected . . .,4,1606976384165,True,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,ASURION 3 Year Portable Electronic Accident Protection Plan with Tech Support  $20-29.99,2020-12-03 06:19:44.165,-1
B07P97SHQP,B07P97SHQP,B07P97SHQP,good to have security just in case: not expecting any trouble tho. . .,4,1606976242921,True,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,ASURION 2 Year Portable Electronic Accident Protection Plan with Tech Support $150-174.99,2020-12-03 06:17:22.921,-1
B07B3TX6MF,B07B3TX6MF,B07B3TX6MF,"excellent radio: even tho I worked at an auto repair shop, installation was easy even for a novice user:<br />customer service is awesome: I had not registered my radio yet and they replied to my question within a<br />week or so . . . .<br />sorry no picture, because I'm waiting on a radio dash install kit for aftermarket radio: right now there is a gap on the sides, but that does not bother me nor does it affect the operation of the unit. . .<br />there are several models of the A6; depending on what options you're looking for, one of the A6s will have it<br />I recommend purchasing this radio . . .",5,1606976120998,True,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,TOTO A6 Double Din Android Car Navigation Stereo with Dual Bluetooth - Standard A6Y2710SB,2020-12-03 06:15:20.998,-1
B07WPY2W4Y,B07WPY2W4Y,B07WPY2W4Y,this item was gift; friend likes it so far; still testing. . . . .likes the knob controls . . . .,4,1602739379388,True,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,Double Din Car Stereo GPS Navigation for Car 6.2 Inch Touch Screen,2020-10-15 05:22:59.388,-1
B083Z3QCY6,B083Z3QCY6,B083Z3QCY6,easy install. . . . all options worked. . . .<br />just screen is a little dark. . . even more when lights are turned on . . . . .<br /><br />I would recommend buying this unit,4,1601415558295,True,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,"Dual Electronics XDVD276BT 6.2"" LCD Touch Screen Double Din",2020-09-29 21:39:18.295,-1
B07F71KFMQ,B07F71KFMQ,B07F71KFMQ,a nice set of assortment screws for computer . . .,4,1571208636737,True,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,good product at a decent price,2019-10-16 06:50:36.737,-1
B07547WSQQ,B07547WSQQ,B07547WSQQ,this was a gift / my friend says he liked it / it was what he thought it was / he likes the idea of open computer . . .,4,1571208521372,True,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,assemble as instructed,2019-10-16 06:48:41.372,3
B07P7KG4TJ,B07P7KG4TJ,B07P7KG4TJ,looks like original / wouldn't tell the difference if it didn't say replacement . . .,4,1571208205557,True,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,use as intended,2019-10-16 06:43:25.557,9
